Model#,#EM,Model,ALGAE/WATER,BARE SOIL,PICKLEWEED,SHALLOW WATER,UPLANDS,WATER,ALGAE/WATER_lib#,BARE SOIL_lib#,PICKLEWEED_lib#,SHALLOW WATER_lib#,UPLANDS_lib#,WATER_lib#,#pixels,%pixels
1901,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y60,,,,5,26,37,,,0,0
1902,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X169_Y144,ShallowWater_X202_Y211,,,,5,26,38,,,0,0
1903,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X169_Y144,ShallowWater_X203_Y211,,,,5,26,39,,,0,0
1904,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X137_Y49,,,,5,27,34,,,0,0
1905,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X198_Y199,,,,5,27,35,,,0,0
1906,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,,,5,27,36,,,0,0
1907,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,,,5,27,37,,,0,0
1908,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,,,5,27,38,,,0,0
1909,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,,,5,27,39,,,0,0
1910,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X195_Y52,ShallowWater_X137_Y49,,,,5,28,34,,,0,0
1911,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X195_Y52,ShallowWater_X198_Y199,,,,5,28,35,,,0,0
1912,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X195_Y52,ShallowWater_X200_Y59,,,,5,28,36,,,0,0
1913,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X195_Y52,ShallowWater_X200_Y60,,,,5,28,37,,,0,0
1914,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X195_Y52,ShallowWater_X202_Y211,,,,5,28,38,,,0,0
1915,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X195_Y52,ShallowWater_X203_Y211,,,,5,28,39,,,0,0
1916,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X198_Y50,ShallowWater_X137_Y49,,,,5,29,34,,,0,0
1917,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X198_Y50,ShallowWater_X198_Y199,,,,5,29,35,,,0,0
1918,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X198_Y50,ShallowWater_X200_Y59,,,,5,29,36,,,0,0
1919,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X198_Y50,ShallowWater_X200_Y60,,,,5,29,37,,,0,0
1920,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X198_Y50,ShallowWater_X202_Y211,,,,5,29,38,,,0,0
1921,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X198_Y50,ShallowWater_X203_Y211,,,,5,29,39,,,0,0
1922,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X200_Y50,ShallowWater_X137_Y49,,,,5,30,34,,,0,0
1923,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X200_Y50,ShallowWater_X198_Y199,,,,5,30,35,,,0,0
1924,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X200_Y50,ShallowWater_X200_Y59,,,,5,30,36,,,0,0
1925,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X200_Y50,ShallowWater_X200_Y60,,,,5,30,37,,,0,0
1926,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X200_Y50,ShallowWater_X202_Y211,,,,5,30,38,,,0,0
1927,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X200_Y50,ShallowWater_X203_Y211,,,,5,30,39,,,0,0
1928,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X137_Y49,,,,5,31,34,,,0,0
1929,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X198_Y199,,,,5,31,35,,,0,0
1930,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,,,5,31,36,,,0,0
1931,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,,,5,31,37,,,0,0
1932,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,,,5,31,38,,,0,0
1933,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,,,5,31,39,,,0,0
1934,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y162,ShallowWater_X137_Y49,,,,5,32,34,,,0,0
1935,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y162,ShallowWater_X198_Y199,,,,5,32,35,,,0,0
1936,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y162,ShallowWater_X200_Y59,,,,5,32,36,,,0,0
1937,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y162,ShallowWater_X200_Y60,,,,5,32,37,,,0,0
1938,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y162,ShallowWater_X202_Y211,,,,5,32,38,,,0,0
1939,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y162,ShallowWater_X203_Y211,,,,5,32,39,,,0,0
1940,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y163,ShallowWater_X137_Y49,,,,5,33,34,,,0,0
1941,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y163,ShallowWater_X198_Y199,,,,5,33,35,,,0,0
1942,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y163,ShallowWater_X200_Y59,,,,5,33,36,,,0,0
1943,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y163,ShallowWater_X200_Y60,,,,5,33,37,,,0,0
1944,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y163,ShallowWater_X202_Y211,,,,5,33,38,,,0,0
1945,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X217_Y163,ShallowWater_X203_Y211,,,,5,33,39,,,0,0
1946,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,,,,6,21,34,,,0,0
1947,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X198_Y199,,,,6,21,35,,,0,0
1948,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,,,6,21,36,,,0,0
1949,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,,,,6,21,37,,,0,0
1950,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,,,,6,21,38,,,0,0
1951,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,,,,6,21,39,,,0,0
1952,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X137_Y49,,,,6,22,34,,,0,0
1953,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X198_Y199,,,,6,22,35,,,0,0
1954,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,,,,6,22,36,,,0,0
1955,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,,,,6,22,37,,,0,0
1956,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,,,,6,22,38,,,0,0
1957,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,,,6,22,39,,,0,0
1958,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,,,,6,23,34,,,0,0
1959,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X198_Y199,,,,6,23,35,,,0,0
1960,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,,,6,23,36,,,0,0
1961,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,,,6,23,37,,,0,0
1962,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,,,6,23,38,,,0,0
1963,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,,,6,23,39,,,0,0
1964,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X137_Y49,,,,6,24,34,,,0,0
1965,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X198_Y199,,,,6,24,35,,,0,0
1966,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y59,,,,6,24,36,,,0,0
1967,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y60,,,,6,24,37,,,0,0
1968,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X202_Y211,,,,6,24,38,,,0,0
1969,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X203_Y211,,,,6,24,39,,,0,0
1970,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X137_Y49,,,,6,25,34,,,0,0
1971,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X198_Y199,,,,6,25,35,,,0,0
1972,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y59,,,,6,25,36,,,0,0
1973,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y60,,,,6,25,37,,,0,0
1974,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X202_Y211,,,,6,25,38,,,0,0
1975,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X203_Y211,,,,6,25,39,,,0,0
1976,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X137_Y49,,,,6,26,34,,,0,0
1977,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X198_Y199,,,,6,26,35,,,0,0
1978,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y59,,,,6,26,36,,,0,0
1979,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y60,,,,6,26,37,,,0,0
1980,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X202_Y211,,,,6,26,38,,,0,0
1981,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X203_Y211,,,,6,26,39,,,0,0
1982,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X137_Y49,,,,6,27,34,,,0,0
1983,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X198_Y199,,,,6,27,35,,,0,0
1984,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,,,6,27,36,,,0,0
1985,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,,,6,27,37,,,0,0
1986,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,,,6,27,38,,,0,0
1987,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,,,6,27,39,,,0,0
1988,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X137_Y49,,,,6,28,34,,,0,0
1989,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X198_Y199,,,,6,28,35,,,0,0
1990,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X200_Y59,,,,6,28,36,,,0,0
1991,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X200_Y60,,,,6,28,37,,,0,0
1992,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X202_Y211,,,,6,28,38,,,0,0
1993,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X203_Y211,,,,6,28,39,,,0,0
1994,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X198_Y50,ShallowWater_X137_Y49,,,,6,29,34,,,0,0
1995,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X198_Y50,ShallowWater_X198_Y199,,,,6,29,35,,,0,0
1996,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X198_Y50,ShallowWater_X200_Y59,,,,6,29,36,,,0,0
1997,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X198_Y50,ShallowWater_X200_Y60,,,,6,29,37,,,0,0
1998,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X198_Y50,ShallowWater_X202_Y211,,,,6,29,38,,,0,0
1999,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X198_Y50,ShallowWater_X203_Y211,,,,6,29,39,,,0,0
2000,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X200_Y50,ShallowWater_X137_Y49,,,,6,30,34,,,0,0
2001,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X200_Y50,ShallowWater_X198_Y199,,,,6,30,35,,,0,0
2002,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X200_Y50,ShallowWater_X200_Y59,,,,6,30,36,,,0,0
2003,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X200_Y50,ShallowWater_X200_Y60,,,,6,30,37,,,0,0
2004,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X200_Y50,ShallowWater_X202_Y211,,,,6,30,38,,,0,0
2005,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X200_Y50,ShallowWater_X203_Y211,,,,6,30,39,,,0,0
2006,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X137_Y49,,,,6,31,34,,,0,0
2007,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X198_Y199,,,,6,31,35,,,0,0
2008,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,,,6,31,36,,,0,0
2009,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,,,6,31,37,,,0,0
2010,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,,,6,31,38,,,0,0
2011,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,,,6,31,39,,,0,0
2012,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y162,ShallowWater_X137_Y49,,,,6,32,34,,,0,0
2013,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y162,ShallowWater_X198_Y199,,,,6,32,35,,,0,0
2014,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y162,ShallowWater_X200_Y59,,,,6,32,36,,,0,0
2015,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y162,ShallowWater_X200_Y60,,,,6,32,37,,,0,0
2016,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y162,ShallowWater_X202_Y211,,,,6,32,38,,,0,0
2017,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y162,ShallowWater_X203_Y211,,,,6,32,39,,,0,0
2018,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y163,ShallowWater_X137_Y49,,,,6,33,34,,,0,0
2019,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y163,ShallowWater_X198_Y199,,,,6,33,35,,,0,0
2020,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y163,ShallowWater_X200_Y59,,,,6,33,36,,,0,0
2021,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y163,ShallowWater_X200_Y60,,,,6,33,37,,,0,0
2022,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y163,ShallowWater_X202_Y211,,,,6,33,38,,,0,0
2023,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X217_Y163,ShallowWater_X203_Y211,,,,6,33,39,,,0,0
2024,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,,,,7,21,34,,,0,0
2025,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X198_Y199,,,,7,21,35,,,0,0
2026,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,,,7,21,36,,,0,0
2027,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,,,,7,21,37,,,0,0
2028,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,,,,7,21,38,,,0,0
2029,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,,,,7,21,39,,,0,0
2030,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X137_Y49,,,,7,22,34,,,0,0
2031,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X198_Y199,,,,7,22,35,,,0,0
2032,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,,,,7,22,36,,,0,0
2033,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,,,,7,22,37,,,0,0
2034,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,,,,7,22,38,,,0,0
2035,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,,,7,22,39,,,0,0
2036,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,,,,7,23,34,,,0,0
2037,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X198_Y199,,,,7,23,35,,,0,0
2038,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,,,7,23,36,,,0,0
2039,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,,,7,23,37,,,0,0
2040,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,,,7,23,38,,,0,0
2041,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,,,7,23,39,,,0,0
2042,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X167_Y144,ShallowWater_X137_Y49,,,,7,24,34,,,0,0
2043,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X167_Y144,ShallowWater_X198_Y199,,,,7,24,35,,,0,0
2044,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X167_Y144,ShallowWater_X200_Y59,,,,7,24,36,,,0,0
2045,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X167_Y144,ShallowWater_X200_Y60,,,,7,24,37,,,0,0
2046,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X167_Y144,ShallowWater_X202_Y211,,,,7,24,38,,,0,0
2047,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X167_Y144,ShallowWater_X203_Y211,,,,7,24,39,,,0,0
2048,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X168_Y144,ShallowWater_X137_Y49,,,,7,25,34,,,0,0
2049,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X168_Y144,ShallowWater_X198_Y199,,,,7,25,35,,,0,0
2050,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X168_Y144,ShallowWater_X200_Y59,,,,7,25,36,,,0,0
2051,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X168_Y144,ShallowWater_X200_Y60,,,,7,25,37,,,0,0
2052,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X168_Y144,ShallowWater_X202_Y211,,,,7,25,38,,,0,0
2053,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X168_Y144,ShallowWater_X203_Y211,,,,7,25,39,,,0,0
2054,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X169_Y144,ShallowWater_X137_Y49,,,,7,26,34,,,0,0
