Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,#pixels,%pixels
6640,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.24m.asd                 No-OAR,Uplands_X188_Y50,17,25,71,0,0
6641,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420a.13m.asd                 No-OAR,17,26,56,0,0
6642,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420a.15m.asd                 No-OAR,17,26,57,0,0
6643,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420a.16m.asd                 No-OAR,17,26,58,0,0
6644,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,26,59,0,0
6645,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,26,60,0,0
6646,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420b.24m.asd                 No-OAR,17,26,61,0,0
6647,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,26,62,0,0
6648,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,26,63,0,0
6649,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,220420c.20m.asd                 No-OAR,17,26,64,0,0
6650,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,Pickleweed_X157_Y148,17,26,65,0,0
6651,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,Pickleweed_X166_Y88,17,26,66,0,0
6652,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,Pickleweed_X175_Y92,17,26,67,0,0
6653,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,Pickleweed_X179_Y140,17,26,68,0,0
6654,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,Pickleweed_X198_Y49,17,26,69,0,0
6655,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,Uplands_X113_Y71,17,26,70,0,0
6656,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.2m.asd                 No-OAR,Uplands_X188_Y50,17,26,71,0,0
6657,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420a.13m.asd                 No-OAR,17,27,56,0,0
6658,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420a.15m.asd                 No-OAR,17,27,57,0,0
6659,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420a.16m.asd                 No-OAR,17,27,58,0,0
6660,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,27,59,0,0
6661,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,27,60,0,0
6662,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420b.24m.asd                 No-OAR,17,27,61,0,0
6663,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,27,62,0,0
6664,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,27,63,0,0
6665,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,220420c.20m.asd                 No-OAR,17,27,64,0,0
6666,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,Pickleweed_X157_Y148,17,27,65,0,0
6667,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,Pickleweed_X166_Y88,17,27,66,0,0
6668,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,Pickleweed_X175_Y92,17,27,67,0,0
6669,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,Pickleweed_X179_Y140,17,27,68,0,0
6670,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,Pickleweed_X198_Y49,17,27,69,0,0
6671,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,Uplands_X113_Y71,17,27,70,0,0
6672,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.30m.asd                 No-OAR,Uplands_X188_Y50,17,27,71,0,0
6673,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420a.13m.asd                 No-OAR,17,28,56,0,0
6674,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420a.15m.asd                 No-OAR,17,28,57,0,0
6675,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420a.16m.asd                 No-OAR,17,28,58,0,0
6676,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,28,59,0,0
6677,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,28,60,0,0
6678,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420b.24m.asd                 No-OAR,17,28,61,0,0
6679,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,28,62,0,0
6680,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,28,63,0,0
6681,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,220420c.20m.asd                 No-OAR,17,28,64,0,0
6682,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,Pickleweed_X157_Y148,17,28,65,0,0
6683,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,Pickleweed_X166_Y88,17,28,66,0,0
6684,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,Pickleweed_X175_Y92,17,28,67,0,0
6685,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,Pickleweed_X179_Y140,17,28,68,0,0
6686,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,Pickleweed_X198_Y49,17,28,69,0,0
6687,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,Uplands_X113_Y71,17,28,70,0,0
6688,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.4m.asd                 No-OAR,Uplands_X188_Y50,17,28,71,0,0
6689,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420a.13m.asd                 No-OAR,17,29,56,0,0
6690,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420a.15m.asd                 No-OAR,17,29,57,0,0
6691,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420a.16m.asd                 No-OAR,17,29,58,0,0
6692,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,29,59,0,0
6693,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,17,29,60,0,0
6694,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420b.24m.asd                 No-OAR,17,29,61,0,0
6695,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,29,62,0,0
6696,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,17,29,63,0,0
6697,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,220420c.20m.asd                 No-OAR,17,29,64,0,0
6698,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,Pickleweed_X157_Y148,17,29,65,0,0
6699,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,Pickleweed_X166_Y88,17,29,66,0,0
6700,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,Pickleweed_X175_Y92,17,29,67,0,0
6701,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,Pickleweed_X179_Y140,17,29,68,0,0
6702,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,Pickleweed_X198_Y49,17,29,69,0,0
6703,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,Uplands_X113_Y71,17,29,70,0,0
6704,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,220420d.8m.asd                 No-OAR,Uplands_X188_Y50,17,29,71,0,0
6705,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420a.13m.asd                 No-OAR,17,33,56,0,0
6706,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420a.15m.asd                 No-OAR,17,33,57,0,0
6707,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420a.16m.asd                 No-OAR,17,33,58,8,    0.007009
6708,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,17,33,59,0,0
6709,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,17,33,60,0,0
6710,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420b.24m.asd                 No-OAR,17,33,61,0,0
6711,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,17,33,62,0,0
6712,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,17,33,63,0,0
6713,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,220420c.20m.asd                 No-OAR,17,33,64,0,0
6714,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,Pickleweed_X157_Y148,17,33,65,0,0
6715,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,Pickleweed_X166_Y88,17,33,66,0,0
6716,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,Pickleweed_X175_Y92,17,33,67,0,0
6717,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,Pickleweed_X179_Y140,17,33,68,0,0
6718,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,Pickleweed_X198_Y49,17,33,69,0,0
6719,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,Uplands_X113_Y71,17,33,70,9,    0.007885
6720,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X175_Y257,Uplands_X188_Y50,17,33,71,1,    0.000876
6721,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420a.13m.asd                 No-OAR,17,34,56,0,0
6722,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420a.15m.asd                 No-OAR,17,34,57,0,0
6723,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420a.16m.asd                 No-OAR,17,34,58,0,0
6724,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,17,34,59,0,0
6725,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,17,34,60,0,0
6726,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420b.24m.asd                 No-OAR,17,34,61,0,0
6727,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,17,34,62,0,0
6728,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,17,34,63,0,0
6729,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,220420c.20m.asd                 No-OAR,17,34,64,0,0
6730,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,Pickleweed_X157_Y148,17,34,65,0,0
6731,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,Pickleweed_X166_Y88,17,34,66,0,0
6732,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,Pickleweed_X175_Y92,17,34,67,0,0
6733,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,Pickleweed_X179_Y140,17,34,68,0,0
6734,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,Pickleweed_X198_Y49,17,34,69,0,0
6735,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,Uplands_X113_Y71,17,34,70,0,0
6736,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X176_Y92,Uplands_X188_Y50,17,34,71,0,0
6737,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420a.13m.asd                 No-OAR,17,39,56,0,0
6738,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420a.15m.asd                 No-OAR,17,39,57,0,0
6739,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420a.16m.asd                 No-OAR,17,39,58,0,0
6740,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,17,39,59,0,0
6741,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,17,39,60,0,0
6742,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420b.24m.asd                 No-OAR,17,39,61,0,0
6743,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,17,39,62,0,0
6744,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,17,39,63,0,0
6745,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,220420c.20m.asd                 No-OAR,17,39,64,0,0
6746,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,Pickleweed_X157_Y148,17,39,65,0,0
6747,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,Pickleweed_X166_Y88,17,39,66,0,0
6748,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,Pickleweed_X175_Y92,17,39,67,0,0
6749,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,Pickleweed_X179_Y140,17,39,68,0,0
6750,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,Pickleweed_X198_Y49,17,39,69,0,0
6751,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,Uplands_X113_Y71,17,39,70,0,0
6752,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X200_Y49,Uplands_X188_Y50,17,39,71,0,0
6753,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420a.13m.asd                 No-OAR,17,40,56,0,0
6754,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420a.15m.asd                 No-OAR,17,40,57,0,0
6755,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420a.16m.asd                 No-OAR,17,40,58,0,0
6756,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,17,40,59,0,0
6757,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,17,40,60,0,0
6758,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420b.24m.asd                 No-OAR,17,40,61,0,0
6759,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,17,40,62,0,0
6760,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,17,40,63,0,0
6761,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,220420c.20m.asd                 No-OAR,17,40,64,0,0
6762,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,Pickleweed_X157_Y148,17,40,65,0,0
6763,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,Pickleweed_X166_Y88,17,40,66,0,0
6764,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,Pickleweed_X175_Y92,17,40,67,0,0
6765,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,Pickleweed_X179_Y140,17,40,68,1,    0.000876
6766,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,Pickleweed_X198_Y49,17,40,69,0,0
6767,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,Uplands_X113_Y71,17,40,70,7,    0.006133
6768,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X203_Y175,Uplands_X188_Y50,17,40,71,1,    0.000876
6769,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420a.13m.asd                 No-OAR,17,41,56,0,0
6770,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420a.15m.asd                 No-OAR,17,41,57,0,0
6771,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420a.16m.asd                 No-OAR,17,41,58,0,0
6772,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,17,41,59,0,0
6773,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,17,41,60,0,0
6774,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420b.24m.asd                 No-OAR,17,41,61,0,0
6775,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,17,41,62,0,0
6776,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,17,41,63,0,0
6777,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,220420c.20m.asd                 No-OAR,17,41,64,0,0
6778,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,Pickleweed_X157_Y148,17,41,65,0,0
6779,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,Pickleweed_X166_Y88,17,41,66,2,    0.001752
6780,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,Pickleweed_X175_Y92,17,41,67,0,0
6781,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,Pickleweed_X179_Y140,17,41,68,0,0
6782,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,Pickleweed_X198_Y49,17,41,69,0,0
6783,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,Uplands_X113_Y71,17,41,70,5,    0.004381
6784,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X215_Y163,Uplands_X188_Y50,17,41,71,0,0
6785,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420a.13m.asd                 No-OAR,17,42,56,0,0
6786,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420a.15m.asd                 No-OAR,17,42,57,0,0
6787,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420a.16m.asd                 No-OAR,17,42,58,0,0
6788,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420b.20m.asd                 No-OAR,17,42,59,0,0
6789,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420b.20m.asd                 No-OAR,17,42,60,0,0
6790,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420b.24m.asd                 No-OAR,17,42,61,0,0
6791,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420b.28m.asd                 No-OAR,17,42,62,0,0
6792,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420b.28m.asd                 No-OAR,17,42,63,0,0
6793,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,220420c.20m.asd                 No-OAR,17,42,64,0,0
6794,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,Pickleweed_X157_Y148,17,42,65,0,0
6795,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,Pickleweed_X166_Y88,17,42,66,12,    0.010514
6796,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,Pickleweed_X175_Y92,17,42,67,0,0
6797,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,Pickleweed_X179_Y140,17,42,68,0,0
6798,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,Pickleweed_X198_Y49,17,42,69,0,0
6799,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,Uplands_X113_Y71,17,42,70,12,    0.010514
6800,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Pickleweed_X217_Y163,Uplands_X188_Y50,17,42,71,2,    0.001752
6801,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420a.13m.asd                 No-OAR,17,46,56,0,0
6802,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420a.15m.asd                 No-OAR,17,46,57,0,0
6803,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420a.16m.asd                 No-OAR,17,46,58,0,0
6804,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420b.20m.asd                 No-OAR,17,46,59,2,    0.001752
6805,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420b.20m.asd                 No-OAR,17,46,60,0,0
6806,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420b.24m.asd                 No-OAR,17,46,61,0,0
6807,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420b.28m.asd                 No-OAR,17,46,62,1,    0.000876
6808,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420b.28m.asd                 No-OAR,17,46,63,0,0
6809,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,220420c.20m.asd                 No-OAR,17,46,64,0,0
6810,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,Pickleweed_X157_Y148,17,46,65,16,    0.014019
6811,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,Pickleweed_X166_Y88,17,46,66,0,0
6812,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,Pickleweed_X175_Y92,17,46,67,12,    0.010514
6813,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,Pickleweed_X179_Y140,17,46,68,0,0
6814,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,Pickleweed_X198_Y49,17,46,69,11,    0.009638
6815,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X219_Y147,Uplands_X143_Y171,Uplands_X113_Y71,17,46,70,94,    0.082359
