Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,#pixels,%pixels
3800,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,220420b.28m.asd                 No-OAR,9,53,63,0,0
3801,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,220420c.20m.asd                 No-OAR,9,53,64,0,0
3802,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,Pickleweed_X157_Y148,9,53,65,0,0
3803,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,Pickleweed_X166_Y88,9,53,66,0,0
3804,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,Pickleweed_X175_Y92,9,53,67,1,    0.000876
3805,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,Pickleweed_X179_Y140,9,53,68,0,0
3806,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,Pickleweed_X198_Y49,9,53,69,0,0
3807,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,Uplands_X113_Y71,9,53,70,4,    0.003505
3808,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X193_Y45,Uplands_X188_Y50,9,53,71,0,0
3809,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420a.13m.asd                 No-OAR,9,54,56,0,0
3810,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420a.15m.asd                 No-OAR,9,54,57,0,0
3811,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420a.16m.asd                 No-OAR,9,54,58,0,0
3812,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420b.20m.asd                 No-OAR,9,54,59,0,0
3813,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420b.20m.asd                 No-OAR,9,54,60,0,0
3814,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420b.24m.asd                 No-OAR,9,54,61,0,0
3815,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420b.28m.asd                 No-OAR,9,54,62,0,0
3816,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420b.28m.asd                 No-OAR,9,54,63,0,0
3817,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,220420c.20m.asd                 No-OAR,9,54,64,0,0
3818,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,Pickleweed_X157_Y148,9,54,65,7,    0.006133
3819,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,Pickleweed_X166_Y88,9,54,66,3,    0.002628
3820,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,Pickleweed_X175_Y92,9,54,67,2,    0.001752
3821,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,Pickleweed_X179_Y140,9,54,68,0,0
3822,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,Pickleweed_X198_Y49,9,54,69,0,0
3823,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,Uplands_X113_Y71,9,54,70,24,    0.021028
3824,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X197_Y46,Uplands_X188_Y50,9,54,71,1,    0.000876
3825,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420a.13m.asd                 No-OAR,9,55,56,0,0
3826,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420a.15m.asd                 No-OAR,9,55,57,0,0
3827,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420a.16m.asd                 No-OAR,9,55,58,0,0
3828,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420b.20m.asd                 No-OAR,9,55,59,0,0
3829,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420b.20m.asd                 No-OAR,9,55,60,0,0
3830,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420b.24m.asd                 No-OAR,9,55,61,0,0
3831,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420b.28m.asd                 No-OAR,9,55,62,0,0
3832,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420b.28m.asd                 No-OAR,9,55,63,0,0
3833,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,220420c.20m.asd                 No-OAR,9,55,64,0,0
3834,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,Pickleweed_X157_Y148,9,55,65,0,0
3835,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,Pickleweed_X166_Y88,9,55,66,0,0
3836,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,Pickleweed_X175_Y92,9,55,67,1,    0.000876
3837,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,Pickleweed_X179_Y140,9,55,68,0,0
3838,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,Pickleweed_X198_Y49,9,55,69,0,0
3839,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,Uplands_X113_Y71,9,55,70,23,    0.020152
3840,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y110,Uplands_X237_Y70,Uplands_X188_Y50,9,55,71,0,0
3841,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,19,56,0,0
3842,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,19,57,1,    0.000876
3843,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,19,58,0,0
3844,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,19,59,4,    0.003505
3845,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,19,60,0,0
3846,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,19,61,0,0
3847,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,19,62,2,    0.001752
3848,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,19,63,0,0
3849,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,19,64,0,0
3850,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,Pickleweed_X157_Y148,10,19,65,12,    0.010514
3851,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,Pickleweed_X166_Y88,10,19,66,2,    0.001752
3852,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,Pickleweed_X175_Y92,10,19,67,10,    0.008762
3853,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,Pickleweed_X179_Y140,10,19,68,2,    0.001752
3854,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,Pickleweed_X198_Y49,10,19,69,38,    0.033294
3855,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,Uplands_X113_Y71,10,19,70,113,    0.099006
3856,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420b.0m.asd                 No-OAR,Uplands_X188_Y50,10,19,71,81,    0.070969
3857,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,20,56,0,0
3858,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,20,57,0,0
3859,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,20,58,0,0
3860,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,20,59,0,0
3861,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,20,60,0,0
3862,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,20,61,0,0
3863,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,20,62,0,0
3864,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,20,63,0,0
3865,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,20,64,0,0
3866,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,Pickleweed_X157_Y148,10,20,65,0,0
3867,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,Pickleweed_X166_Y88,10,20,66,0,0
3868,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,Pickleweed_X175_Y92,10,20,67,0,0
3869,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,Pickleweed_X179_Y140,10,20,68,0,0
3870,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,Pickleweed_X198_Y49,10,20,69,0,0
3871,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,Uplands_X113_Y71,10,20,70,11,    0.009638
3872,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.13m.asd                 No-OAR,Uplands_X188_Y50,10,20,71,1,    0.000876
3873,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,21,56,0,0
3874,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,21,57,0,0
3875,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,21,58,0,0
3876,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,21,59,0,0
3877,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,21,60,0,0
3878,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,21,61,0,0
3879,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,21,62,0,0
3880,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,21,63,0,0
3881,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,21,64,0,0
3882,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,Pickleweed_X157_Y148,10,21,65,0,0
3883,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,Pickleweed_X166_Y88,10,21,66,0,0
3884,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,Pickleweed_X175_Y92,10,21,67,0,0
3885,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,Pickleweed_X179_Y140,10,21,68,0,0
3886,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,Pickleweed_X198_Y49,10,21,69,3,    0.002628
3887,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,Uplands_X113_Y71,10,21,70,1,    0.000876
3888,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.16m.asd                 No-OAR,Uplands_X188_Y50,10,21,71,6,    0.005257
3889,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,22,56,0,0
3890,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,22,57,0,0
3891,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,22,58,0,0
3892,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,22,59,0,0
3893,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,22,60,0,0
3894,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,22,61,0,0
3895,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,22,62,0,0
3896,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,22,63,0,0
3897,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,22,64,0,0
3898,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,Pickleweed_X157_Y148,10,22,65,0,0
3899,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,Pickleweed_X166_Y88,10,22,66,0,0
3900,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,Pickleweed_X175_Y92,10,22,67,0,0
3901,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,Pickleweed_X179_Y140,10,22,68,0,0
3902,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,Pickleweed_X198_Y49,10,22,69,0,0
3903,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,Uplands_X113_Y71,10,22,70,1,    0.000876
3904,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420c.17m.asd                 No-OAR,Uplands_X188_Y50,10,22,71,1,    0.000876
3905,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,23,56,0,0
3906,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,23,57,0,0
3907,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,23,58,0,0
3908,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,23,59,0,0
3909,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,23,60,0,0
3910,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,23,61,0,0
3911,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,23,62,0,0
3912,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,23,63,0,0
3913,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,23,64,0,0
3914,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,Pickleweed_X157_Y148,10,23,65,2,    0.001752
3915,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,Pickleweed_X166_Y88,10,23,66,0,0
3916,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,Pickleweed_X175_Y92,10,23,67,0,0
3917,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,Pickleweed_X179_Y140,10,23,68,0,0
3918,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,Pickleweed_X198_Y49,10,23,69,1,    0.000876
3919,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,Uplands_X113_Y71,10,23,70,2,    0.001752
3920,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.12m.asd                 No-OAR,Uplands_X188_Y50,10,23,71,0,0
3921,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,24,56,0,0
3922,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,24,57,0,0
3923,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,24,58,0,0
3924,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,24,59,0,0
3925,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,24,60,0,0
3926,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,24,61,0,0
3927,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,24,62,0,0
3928,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,24,63,0,0
3929,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,24,64,0,0
3930,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,Pickleweed_X157_Y148,10,24,65,1,    0.000876
3931,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,Pickleweed_X166_Y88,10,24,66,0,0
3932,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,Pickleweed_X175_Y92,10,24,67,1,    0.000876
3933,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,Pickleweed_X179_Y140,10,24,68,1,    0.000876
3934,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,Pickleweed_X198_Y49,10,24,69,2,    0.001752
3935,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,Uplands_X113_Y71,10,24,70,3,    0.002628
3936,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.23m.asd                 No-OAR,Uplands_X188_Y50,10,24,71,8,    0.007009
3937,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,25,56,0,0
3938,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,25,57,0,0
3939,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,25,58,0,0
3940,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,25,59,0,0
3941,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,25,60,0,0
3942,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,25,61,0,0
3943,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,25,62,0,0
3944,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,25,63,0,0
3945,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,25,64,0,0
3946,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,Pickleweed_X157_Y148,10,25,65,1,    0.000876
3947,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,Pickleweed_X166_Y88,10,25,66,0,0
3948,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,Pickleweed_X175_Y92,10,25,67,1,    0.000876
3949,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,Pickleweed_X179_Y140,10,25,68,0,0
3950,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,Pickleweed_X198_Y49,10,25,69,0,0
3951,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,Uplands_X113_Y71,10,25,70,7,    0.006133
3952,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.24m.asd                 No-OAR,Uplands_X188_Y50,10,25,71,6,    0.005257
3953,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,26,56,0,0
3954,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,26,57,0,0
3955,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,26,58,0,0
3956,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,26,59,0,0
3957,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,26,60,0,0
3958,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420b.24m.asd                 No-OAR,10,26,61,0,0
3959,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,26,62,0,0
3960,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420b.28m.asd                 No-OAR,10,26,63,0,0
3961,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,220420c.20m.asd                 No-OAR,10,26,64,0,0
3962,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,Pickleweed_X157_Y148,10,26,65,2,    0.001752
3963,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,Pickleweed_X166_Y88,10,26,66,0,0
3964,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,Pickleweed_X175_Y92,10,26,67,0,0
3965,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,Pickleweed_X179_Y140,10,26,68,0,0
3966,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,Pickleweed_X198_Y49,10,26,69,0,0
3967,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,Uplands_X113_Y71,10,26,70,1,    0.000876
3968,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.2m.asd                 No-OAR,Uplands_X188_Y50,10,26,71,0,0
3969,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420a.13m.asd                 No-OAR,10,27,56,0,0
3970,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420a.15m.asd                 No-OAR,10,27,57,0,0
3971,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420a.16m.asd                 No-OAR,10,27,58,0,0
3972,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X184_Y111,220420d.30m.asd                 No-OAR,220420b.20m.asd                 No-OAR,10,27,59,0,0
